Time;Object;TileXSize;TileYSize;Variability;Columns;Rows;MultipleX;MultipleY;CladdingSeed;OpeningSeed;MargeX;UpperMargin;LowerMargin;MinOpeningHeight;MinOpeningWidth;DoorNumber
16:33:6:860;2.2;0.56;0.4;0.28;3;3;3;3;25;24;1.14;0.74;1;1.39;1.45;1
16:33:16:860;2.2;0.56;0.4;0.28;3;3;3;3;25;24;1.36;0.74;1;1.39;1.45;1
16:33:33:860;2.2;0.56;0.4;0.28;3;3;3;3;25;24;1.36;0.57;1;1.39;1.45;1
16:33:42:860;2.2;0.56;0.4;0.28;3;3;3;3;25;24;1.36;0.72;1;1.39;1.45;1
16:33:56:860;2.2;0.56;0.4;0.28;3;3;3;3;25;24;1.36;0.72;0.39;1.39;1.45;1
16:34:08:860;2.2;0.56;0.4;0.64;3;3;3;3;25;24;1.36;0.72;0.39;1.39;1.45;1
16:34:14:860;2.2;0.56;0.4;0.75;3;3;3;3;25;24;1.36;0.72;0.39;1.39;1.45;1
16:34:17:860;2.2;0.56;0.4;0.72;3;3;3;3;25;24;1.36;0.72;0.39;1.39;1.45;1
16:34:22:860;2.2;0.56;0.4;0.72;3;3;3;3;25;37;1.36;0.72;0.39;1.39;1.45;1
16:34:24:860;2.2;0.56;0.4;0.72;3;3;3;3;25;45;1.36;0.72;0.39;1.39;1.45;1
16:34:56:860;2.2;0.56;0.4;0.72;3;3;3;3;25;69;1.36;0.72;0.39;1.39;1.45;1
16:34:58:860;2.2;0.56;0.4;0.72;3;3;3;3;25;80;1.36;0.72;0.39;1.39;1.45;1
16:35:11:860;2.2;0.56;0.4;0.72;3;3;3;3;25;75;1.36;0.72;0.39;1.39;1.45;1
16:35:15:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.39;1.45;1
16:35:19:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.53;1.45;1
16:35:25:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.76;1.45;1
16:35:27:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.76;1.65;1
16:35:33:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.76;0.65;1
16:35:36:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.76;0.91;1
16:35:42:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.47;0.91;1
16:35:48:860;2.2;0.56;0.4;0.72;3;3;3;3;25;78;1.36;0.72;0.39;1.47;1.08;1
16:35:52:860;2.2;0.56;0.4;0.72;3;3;3;3;25;50;1.36;0.72;0.39;1.47;1.08;1
16:36:52:629;2.3;0.4;0.6;0.72;3;3;3;3;25;50;0.4;0.4;0.6;1.47;1.08;1
16:37:48:860;2.3;0.56;0.4;0.72;3;3;3;3;25;50;0.46;0.4;0.6;1.47;1.08;1
16:37:55:860;2.3;0.56;0.4;0.72;3;3;3;3;25;50;0.57;0.4;0.6;1.47;1.08;1
16:37:58:860;2.3;0.56;0.4;0.72;3;3;3;3;25;50;0.32;0.4;0.6;1.47;1.08;1
16:38:02:860;2.3;0.56;0.4;0.72;3;3;3;3;25;50;0.45;0.4;0.6;1.47;1.08;1
16:38:19:860;2.3;0.56;0.4;0.72;3;3;3;3;25;27;0.45;0.4;0.6;1.47;1.08;1
16:38:24:860;2.3;0.56;0.4;0.72;3;3;3;3;25;53;0.45;0.4;0.6;1.47;1.08;1
16:38:32:860;2.3;0.56;0.4;0.72;3;3;3;3;25;56;0.45;0.4;0.6;1.47;1.08;1
16:38:34:860;2.3;0.56;0.4;0.72;3;3;3;3;25;62;0.45;0.4;0.6;1.47;1.08;1
16:38:43:860;2.3;0.56;0.4;0.72;3;3;3;3;25;62;0.45;0.4;0.72;1.47;1.08;1
16:38:45:860;2.3;0.56;0.4;0.72;3;3;3;3;25;62;0.45;0.4;0.5;1.47;1.08;1
16:38:56:860;2.3;0.56;0.4;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:40:9:755;2.4;0.4;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:41:0:286;2.4;0.44;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:41:6:45;2.4;0.53;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:41:12:743;2.4;0.49;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:41:18:608;2.4;0.39;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:41:24:271;2.4;0.44;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:41:29:660;2.4;0.26;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;1
16:41:50:660;2.4;0.4;0.6;0.72;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;2
16:42:23:660;2.4;0.4;0.6;0.83;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.08;2
16:42:40:660;2.4;0.4;0.6;0.83;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.19;2
16:42:43:660;2.4;0.4;0.6;0.83;3;3;3;3;25;62;0.45;0.75;0.5;1.47;1.15;2
16:42:51:660;2.4;0.4;0.6;0.83;3;3;3;3;25;62;0.45;0.75;0.5;1.62;1.15;2
16:43:01:660;2.4;0.4;0.6;0.83;3;3;3;3;25;53;0.45;0.75;0.5;1.62;1.15;2
16:43:03:660;2.4;0.4;0.6;0.83;3;3;3;3;51;53;0.45;0.75;0.5;1.62;1.15;2
16:43:09:660;2.4;0.4;0.6;0.83;3;3;3;3;51;53;0.45;0.75;0.5;1.62;1.34;2
16:43:40:660;2.4;0.4;0.6;0.75;3;3;3;3;51;53;0.45;0.75;0.5;1.62;1.34;2
16:43:47:660;2.4;0.4;0.6;0.75;3;3;3;3;44;53;0.45;0.75;0.5;1.62;1.34;2
16:43:50:660;2.4;0.4;0.6;0.75;3;3;3;3;31;53;0.45;0.75;0.5;1.62;1.34;2
16:43:56:660;2.4;0.4;0.6;0.75;3;3;3;3;31;75;0.45;0.75;0.5;1.62;1.34;2
16:43:59:660;2.4;0.4;0.6;0.75;3;3;3;3;31;60;0.45;0.75;0.5;1.62;1.34;2
16:44:10:660;2.4;0.4;0.6;0.75;3;3;3;3;31;60;0.45;0.75;0.5;1.62;1.34;1
16:44:26:660;2.4;0.4;0.6;0.75;3;3;3;3;31;68;0.45;0.75;0.5;1.62;1.34;1
16:44:31:660;2.4;0.4;0.6;0.75;3;3;3;3;31;62;0.45;0.75;0.5;1.62;1.34;1
16:51:8:471;3.1;0.3;0.3;0.2;2;2;3;3;1;1;0.2;0.2;0.8;0.8;0.8;1
16:51:20:213;3.1;0.3;0.3;0.2;2;2;3;3;1;1;0.2;0.2;0.8;0.8;0.8;1
16:51:27:961;3.1;0.4;0.3;0.2;2;2;3;3;1;1;0.2;0.2;0.8;0.8;0.8;1
16:51:43:139;3.1;0.38;6;0.2;2;2;3;3;1;1;0.2;0.2;0.8;0.8;0.8;1
16:53:9:976;3.1;0.3;0.3;0.2;2;2;3;3;1;1;0.2;0.2;0.8;0.8;0.8;1
16:53:14:783;3.1;0.3;0.3;0.2;2;2;3;3;5;1;0.2;0.2;0.8;0.8;0.8;1
16:53:15:934;3.1;0.3;0.3;0.2;2;2;3;3;9;1;0.2;0.2;0.8;0.8;0.8;1
16:53:17:500;3.1;0.3;0.3;0.2;2;2;3;3;13;1;0.2;0.2;0.8;0.8;0.8;1
16:53:19:333;3.1;0.3;0.3;0.2;2;2;3;3;9;1;0.2;0.2;0.8;0.8;0.8;1
16:54:3:981;3.2;0.3;0.3;0.2;2;2;3;3;9;1;0.2;0.2;0.8;0.8;0.8;1
16:54:8:748;3.2;0.3;0.3;0.2;2;2;3;3;13;1;0.2;0.2;0.8;0.8;0.8;1
16:54:9:263;3.2;0.3;0.3;0.2;2;2;3;3;17;1;0.2;0.2;0.8;0.8;0.8;1
16:54:14:894;3.2;0.4;0.3;0.2;2;2;3;3;17;1;0.2;0.2;0.8;0.8;0.8;1
16:54:26:496;3.2;0.3;0.3;0.2;2;2;3;3;17;1;0.2;0.2;0.8;0.8;0.8;1
16:54:37:197;3.2;0.3;0.3;0.2;2;2;4;3;17;1;0.2;0.2;0.8;0.8;0.8;1
16:54:41:996;3.2;0.3;0.3;0.2;2;2;4;4;17;1;0.2;0.2;0.8;0.8;0.8;1
16:55:7:193;3.2;0.3;0.3;0.2;2;2;4;4;13;1;0.2;0.2;0.8;0.8;0.8;1
16:55:7:810;3.2;0.3;0.3;0.2;2;2;4;4;9;1;0.2;0.2;0.8;0.8;0.8;1
16:55:8:293;3.2;0.3;0.3;0.2;2;2;4;4;5;1;0.2;0.2;0.8;0.8;0.8;1
16:55:8:743;3.2;0.3;0.3;0.2;2;2;4;4;1;1;0.2;0.2;0.8;0.8;0.8;1
16:55:11:193;3.2;0.3;0.3;0.2;2;2;4;4;5;1;0.2;0.2;0.8;0.8;0.8;1
16:55:11:577;3.2;0.3;0.3;0.2;2;2;4;4;9;1;0.2;0.2;0.8;0.8;0.8;1
16:55:11:792;3.2;0.3;0.3;0.2;2;2;4;4;13;1;0.2;0.2;0.8;0.8;0.8;1
16:55:11:993;3.2;0.3;0.3;0.2;2;2;4;4;17;1;0.2;0.2;0.8;0.8;0.8;1
16:55:12:193;3.2;0.3;0.3;0.2;2;2;4;4;21;1;0.2;0.2;0.8;0.8;0.8;1
16:55:28:195;3.2;0.3;0.3;0.2;2;3;4;4;21;1;0.2;0.2;0.8;0.8;0.8;1
16:55:31:494;3.2;0.3;0.3;0.2;3;3;4;4;21;1;0.2;0.2;0.8;0.8;0.8;1
16:55:38:709;3.2;0.3;0.3;0.7;3;3;4;4;21;1;0.2;0.2;0.8;0.8;0.8;1
16:55:41:856;3.2;0.3;0.3;0.7;3;3;4;4;21;2;0.2;0.2;0.8;0.8;0.8;1
16:55:43:535;3.2;0.3;0.3;0.7;3;3;4;4;21;1;0.2;0.2;0.8;0.8;0.8;1
16:56:4:776;3.2;0.3;0.3;0.7;3;3;4;4;21;1;0.2;0.2;0.8;0.8;1;1
16:56:10:210;3.2;0.3;0.3;0.7;3;3;4;4;21;1;0.2;0.2;0.8;1;1;1
16:56:15:590;3.2;0.3;0.3;0.7;3;3;4;4;21;1;0.2;0.2;0.8;1;1;3
16:56:24:252;3.2;0.3;0.3;0.7;3;3;4;4;21;2;0.2;0.2;0.8;1;1;3
16:56:26:719;3.2;0.3;0.3;0.7;3;3;4;4;21;3;0.2;0.2;0.8;1;1;3
16:56:27:347;3.2;0.3;0.3;0.7;3;3;4;4;21;4;0.2;0.2;0.8;1;1;3
16:56:28:386;3.2;0.3;0.3;0.7;3;3;4;4;21;5;0.2;0.2;0.8;1;1;3
16:56:34:68;3.2;0.3;0.3;0.6;3;3;4;4;21;5;0.2;0.2;0.8;1;1;3
16:56:36:347;3.2;0.3;0.3;0.6;3;3;4;4;21;6;0.2;0.2;0.8;1;1;3
16:56:37:166;3.2;0.3;0.3;0.6;3;3;4;4;21;7;0.2;0.2;0.8;1;1;3
16:56:40:681;3.2;0.3;0.3;0.5;3;3;4;4;21;7;0.2;0.2;0.8;1;1;3
16:56:44:489;3.2;0.3;0.3;0.5;3;3;4;4;21;8;0.2;0.2;0.8;1;1;3
16:56:45:404;3.2;0.3;0.3;0.5;3;3;4;4;21;9;0.2;0.2;0.8;1;1;3
16:56:46:66;3.2;0.3;0.3;0.5;3;3;4;4;21;10;0.2;0.2;0.8;1;1;3
16:56:46:947;3.2;0.3;0.3;0.5;3;3;4;4;21;11;0.2;0.2;0.8;1;1;3
16:56:47:789;3.2;0.3;0.3;0.5;3;3;4;4;21;12;0.2;0.2;0.8;1;1;3
16:56:48:977;3.2;0.3;0.3;0.5;3;3;4;4;21;13;0.2;0.2;0.8;1;1;3
16:57:2:41;3.2;0.3;0.3;0.5;3;3;4;4;21;13;0.4;0.2;0.8;1;1;3
16:57:5:893;3.2;0.3;0.3;0.5;3;3;4;4;21;14;0.4;0.2;0.8;1;1;3
16:57:33:542;3.3;0.3;0.3;0.5;3;3;4;4;21;14;0.4;0.2;0.8;1;1;3
16:57:52:243;3.3;0.3;0.3;0.5;3;3;4;4;21;14;0.4;0.2;0.8;1;1;1
16:58:16:716;3.3;0.3;0.3;0.5;3;3;4;4;21;15;0.4;0.2;0.8;1;1;1
16:58:19:334;3.3;0.3;0.3;0.5;3;3;4;4;21;16;0.4;0.2;0.8;1;1;1
16:59:8:449;3.4;0.3;0.3;0.5;3;3;4;4;21;16;0.4;0.2;0.8;1;1;1
16:59:43:558;3.4;0.3;0.3;0.5;3;4;4;4;21;16;0.4;0.2;0.8;1;1;1
16:59:50:885;3.4;0.3;0.3;0.5;3;3;4;4;21;16;0.4;0.2;0.8;1;1;1
16:59:53:922;3.4;0.3;0.3;0.5;4;3;4;4;21;16;0.4;0.2;0.8;1;1;1
17:0:3:43;3.4;0.3;0.3;0.5;4;3;4;4;21;17;0.4;0.2;0.8;1;1;1
17:0:4:952;3.4;0.3;0.3;0.5;4;3;4;4;21;18;0.4;0.2;0.8;1;1;1
17:0:6:437;3.4;0.3;0.3;0.5;4;3;4;4;21;19;0.4;0.2;0.8;1;1;1
17:0:11:404;3.4;0.3;0.3;0.6;4;3;4;4;21;19;0.4;0.2;0.8;1;1;1
17:0:15:190;3.4;0.3;0.3;0.6;4;3;4;4;21;20;0.4;0.2;0.8;1;1;1
17:2:52:380;1.;0.3;0.3;0.4;2;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:3:23:321;1.1;0.3;0.3;0.4;2;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:5:13:273;1.2;0.3;0.3;0.4;2;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:5:28:472;1.2;0.3;0.3;0.4;3;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:5:37:916;1.2;0.3;0.3;0.4;3;2;3;3;9;53;0.4;1.1;0.7;0.6;0.8;1
17:5:38:747;1.2;0.3;0.3;0.4;3;2;3;3;9;53;0.5;1.1;0.7;0.6;0.8;1
17:5:41:7;1.2;0.3;0.3;0.4;3;2;3;3;9;53;0.4;1.1;0.7;0.6;0.8;1
17:5:42:223;1.2;0.3;0.3;0.4;3;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:5:51:617;1.2;0.3;0.3;0.3;3;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:5:53:189;1.2;0.3;0.3;0.4;3;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:5:54:544;1.2;0.3;0.3;0.7;3;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:5:56:829;1.2;0.3;0.3;0.6;3;2;3;3;9;53;0.3;1.1;0.7;0.6;0.8;1
17:6:4:804;1.2;0.3;0.3;0.6;3;2;3;3;9;48;0.3;1.1;0.7;0.6;0.8;1
17:6:7:427;1.2;0.3;0.3;0.6;3;2;3;3;9;20;0.3;1.1;0.7;0.6;0.8;1
17:6:11:376;1.2;0.3;0.3;0.6;3;2;3;3;9;22;0.3;1.1;0.7;0.6;0.8;1
17:6:12:575;1.2;0.3;0.3;0.6;3;2;3;3;9;33;0.3;1.1;0.7;0.6;0.8;1
17:6:15:989;1.2;0.3;0.3;0.6;3;2;3;3;9;34;0.3;1.1;0.7;0.6;0.8;1
17:6:17:192;1.2;0.3;0.3;0.6;3;2;3;3;9;46;0.3;1.1;0.7;0.6;0.8;1
17:6:21:37;1.2;0.3;0.3;0.6;3;2;3;3;9;45;0.3;1.1;0.7;0.6;0.8;1
17:6:22:368;1.2;0.3;0.3;0.6;3;2;3;3;9;39;0.3;1.1;0.7;0.6;0.8;1
17:7:5:625;1.2;0.3;0.3;0.6;3;2;3;3;9;39;0.4;1.1;0.7;0.6;0.8;1
17:7:6:560;1.2;0.3;0.3;0.6;3;2;3;3;9;39;0.6;1.1;0.7;0.6;0.8;1
17:7:16:717;1.2;0.3;0.3;0.6;3;2;3;3;9;38;0.6;1.1;0.7;0.6;0.8;1
17:7:17:751;1.2;0.3;0.3;0.6;3;2;3;3;9;32;0.6;1.1;0.7;0.6;0.8;1
17:7:18:920;1.2;0.3;0.3;0.6;3;2;3;3;9;29;0.6;1.1;0.7;0.6;0.8;1
17:7:20:397;1.2;0.3;0.3;0.6;3;2;3;3;9;22;0.6;1.1;0.7;0.6;0.8;1
17:7:39:236;1.2;0.3;0.3;0.6;3;2;3;3;8;22;0.6;1.1;0.7;0.6;0.8;1
17:7:39:727;1.2;0.3;0.3;0.6;3;2;3;3;7;22;0.6;1.1;0.7;0.6;0.8;1
17:7:43:924;1.2;0.3;0.3;0.6;3;2;3;4;7;22;0.6;1.1;0.7;0.6;0.8;1
17:7:44:422;1.2;0.3;0.3;0.6;3;2;3;5;7;22;0.6;1.1;0.7;0.6;0.8;1
17:7:47:752;1.2;0.3;0.3;0.6;3;2;3;4;7;22;0.6;1.1;0.7;0.6;0.8;1
17:7:48:272;1.2;0.3;0.3;0.6;3;2;3;3;7;22;0.6;1.1;0.7;0.6;0.8;1
